"ENSG00000233251.7","-0.648"
"ENSG00000130707.17","-0.649"
"ENSG00000131069.19","-0.649"
"ENSG00000143198.12","-0.649"
"ENSG00000120049.18","-0.651"
"ENSG00000138413.13","-0.651"
"ENSG00000198888.2","-0.651"
"ENSG00000160307.9","-0.652"
"ENSG00000163931.15","-0.653"
"ENSG00000214456.8","-0.653"
"ENSG00000221968.8","-0.653"
"ENSG00000111275.12","-0.654"
"ENSG00000144908.13","-0.654"
"ENSG00000171773.2","-0.654"
"ENSG00000171914.15","-0.654"
"ENSG00000197043.13","-0.654"
"ENSG00000109339.18","-0.655"
"ENSG00000140391.14","-0.655"
"ENSG00000186188.10","-0.655"
"ENSG00000196715.5","-0.655"
"ENSG00000226009.1","-0.655"
"ENSG00000112964.13","-0.656"
"ENSG00000119471.14","-0.656"
"ENSG00000119673.14","-0.656"
"ENSG00000134013.15","-0.657"
"ENSG00000118804.8","-0.658"
"ENSG00000062282.14","-0.659"
"ENSG00000134871.17","-0.659"
"ENSG00000100605.16","-0.66"
"ENSG00000134072.10","-0.66"
"ENSG00000187498.14","-0.66"
"ENSG00000105220.14","-0.661"
"ENSG00000130876.11","-0.661"
"ENSG00000167705.11","-0.661"
"ENSG00000107537.13","-0.662"
"ENSG00000122696.13","-0.662"
"ENSG00000232233.1","-0.662"
"ENSG00000198624.12","-0.663"
"ENSG00000221866.9","-0.663"
"ENSG00000042286.14","-0.664"
"ENSG00000101542.9","-0.664"
"ENSG00000174307.6","-0.664"
"ENSG00000183154.1","-0.664"
"ENSG00000148671.13","-0.667"
"ENSG00000159423.16","-0.667"
"ENSG00000236333.3","-0.667"
"ENSG00000262179.2","-0.667"
"ENSG00000100568.10","-0.668"
"ENSG00000163710.7","-0.668"
"ENSG00000168792.4","-0.668"
"ENSG00000232814.2","-0.668"
"ENSG00000108960.7","-0.669"
"ENSG00000122729.18","-0.669"
"ENSG00000197696.9","-0.669"
"ENSG00000241935.8","-0.669"
"ENSG00000124253.10","-0.67"
"ENSG00000137135.17","-0.67"
"ENSG00000158186.12","-0.67"
"ENSG00000205669.2","-0.67"
"ENSG00000056998.18","-0.671"
"ENSG00000136383.6","-0.671"
"ENSG00000185818.7","-0.671"
"ENSG00000129596.4","-0.672"
"ENSG00000170262.12","-0.672"
"ENSG00000260105.6","-0.674"
"ENSG00000184887.13","-0.675"
"ENSG00000042445.13","-0.676"
"ENSG00000115425.13","-0.676"
"ENSG00000151632.17","-0.677"
"ENSG00000074416.13","-0.678"
"ENSG00000169418.9","-0.678"
"ENSG00000159884.11","-0.679"
"ENSG00000181856.14","-0.679"
"ENSG00000065833.8","-0.68"
"ENSG00000215483.9","-0.68"
"ENSG00000162878.12","-0.682"
"ENSG00000173641.17","-0.682"
"ENSG00000198763.3","-0.682"
"ENSG00000198886.2","-0.682"
"ENSG00000167468.16","-0.683"
"ENSG00000250218.1","-0.683"
"ENSG00000120068.6","-0.684"
"ENSG00000132541.10","-0.684"
"ENSG00000203930.10","-0.685"
"ENSG00000176485.10","-0.686"
"ENSG00000198840.2","-0.686"
"ENSG00000135678.11","-0.687"
"ENSG00000187942.11","-0.687"
"ENSG00000126778.8","-0.688"
"ENSG00000142798.17","-0.688"
"ENSG00000053438.8","-0.689"
"ENSG00000157150.4","-0.69"
"ENSG00000212907.2","-0.69"
"ENSG00000113231.13","-0.691"
"ENSG00000245848.2","-0.691"
"ENSG00000103876.11","-0.694"
"ENSG00000183549.10","-0.694"
"ENSG00000224940.8","-0.695"
"ENSG00000226482.1","-0.695"
"ENSG00000151474.20","-0.697"
"ENSG00000024422.11","-0.698"
"ENSG00000134030.13","-0.698"
"ENSG00000134962.6","-0.698"
"ENSG00000105379.9","-0.699"
"ENSG00000135437.9","-0.699"
"ENSG00000173208.3","-0.7"
"ENSG00000008394.12","-0.701"
"ENSG00000146700.8","-0.701"
"ENSG00000100075.9","-0.702"
"ENSG00000165478.6","-0.702"
"ENSG00000166819.11","-0.702"
"ENSG00000172901.19","-0.703"
"ENSG00000228253.1","-0.703"
"ENSG00000100097.11","-0.704"
"ENSG00000167701.13","-0.704"
"ENSG00000119927.13","-0.705"
"ENSG00000138207.13","-0.706"
"ENSG00000173511.9","-0.706"
"ENSG00000197879.14","-0.706"
"ENSG00000184258.6","-0.707"
"ENSG00000181092.9","-0.708"
"ENSG00000221932.6","-0.708"
"ENSG00000102924.11","-0.709"
"ENSG00000127884.4","-0.709"
"ENSG00000167676.4","-0.709"
"ENSG00000198727.2","-0.711"
"ENSG00000164638.10","-0.712"
"ENSG00000173599.13","-0.712"
"ENSG00000076555.15","-0.713"
"ENSG00000079435.9","-0.714"
"ENSG00000092445.11","-0.714"
"ENSG00000259916.1","-0.714"
"ENSG00000152270.8","-0.716"
"ENSG00000005249.12","-0.717"
"ENSG00000153064.11","-0.718"
"ENSG00000169692.12","-0.718"
"ENSG00000173546.7","-0.718"
"ENSG00000151726.13","-0.719"
"ENSG00000184811.3","-0.719"
"ENSG00000198899.2","-0.722"
"ENSG00000177666.16","-0.723"
"ENSG00000167588.12","-0.725"
"ENSG00000174804.3","-0.726"
"ENSG00000102996.4","-0.727"
"ENSG00000158571.10","-0.727"
